dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
1,0,22,53,13,1,21,2,0.7575902108548025,306,1.0,1,0.5786034181131742,0.3512755014094679,0,2,41.76519250416411,4,2.0967863372089623,1
1,0,13,45,261,9,3,28,0.8904627948807908,437,1.0,3,0.0,0.183908046,1,1,13.62772424247566,7,1.4010426405162726,1
2,0,9,19,78,0,9,13,2.0,81,0.0,0,0.586206897,1.0,1,3,5.230769231,1,0.9231,1
1,0,8,45,1,4,5,9,0.6565527479622587,235,1.0,0,0.0,0.3102999320309421,0,0,18.12745117934131,3,1.5833,1
1,0,24,58,9,0,23,3,0.9629489376581822,325,1.0,1,0.20494615273166306,0.39509338760158536,0,0,45.85496309820079,3,1.6628081485872837,1
1,0,12,44,300,9,3,29,0.8972645005143157,401,1.0,3,0.0,0.17462104988581797,1,1,11.925243094643427,7,1.2872435731664653,1
1,0,28,61,462,26,6,27,0.8439117987745993,451,1.0,2,0.0,0.14978625515930105,1,1,10.731442237759548,7,1.4757245916574941,1
1,0,13,45,353,10,3,30,0.8938581953234326,379,1.0,2,0.0,0.16507322103817454,1,1,10.54220687527179,7,1.2344533063515029,1
1,0,4,21,64,4,0,15,0.819797170907605,164,1.0,0,0.0,0.26441801227718525,1,1,9.63257959911889,7,1.4682374049570985,1
1,0,22,58,11,0,22,3,1.1070121605738155,341,1.0,0,0.0,0.43750149000439115,0,0,49.69038667983482,4,1.7857626347325748,1
1,0,19,46,0,1,18,2,0.7494272328582119,278,1.0,1,0.6621057121767653,0.3503808271030629,0,2,47.66560999265077,5,2.1803325400407134,1
1,0,24,55,2,1,23,2,0.7115800659261153,298,1.0,1,0.6616229102498753,0.34702214960375993,0,2,46.486756509579074,4,2.1846887326118307,1
1,0,23,84,163,0,22,16,0.8678789722803274,488,1.0,6,0.0,0.159862635959942,0,0,21.99264521230799,4,1.605227682066486,1
2,0,17,42,0,0,16,1,0.8322724531616672,264,1.0,1,0.8135882773902237,0.41703402782595,1,2,48.32527062010866,6,2.1945890715160066,1
1,0,12,28,1,0,12,1,0.6897320917691193,190,1.0,1,0.4483417925845215,0.5435887852230715,0,0,51.928323942462654,7,2.7949068565373087,1
1,0,20,55,411,18,4,29,0.8653958216200413,423,1.0,2,0.0,0.1563663471253377,1,1,10.65764352865121,7,1.3731556983485946,1
2,0,6,10,6,1,6,4,2.0,28,0.0,0,0.4,0.4375,0,0,6.0,1,0.75,1
1,0,30,60,492,28,6,25,0.840277778,441,1.0,2,0.0,0.148648649,1,1,10.7027027,7,1.4865,1
1,0,34,78,118,0,33,10,0.9079333069049701,385,1.0,6,0.0,0.14741405939825128,0,0,21.17488082501798,3,1.3218717686430024,1
1,0,7,41,0,1,6,8,928.6972179995764,257,0.8597837271425546,1,0.35130792685617473,0.3912358380725681,0,0,8083.953299823051,4,1.5789675590713832,1
1,0,34,24,77,32,1,14,0.8293994846388051,159,1.0,1,0.0,0.24674439605988727,1,1,8.792791761278455,7,1.3717128580185884,1
1,0,13,48,7,1,12,2,0.9984379536309397,404,1.0,2,0.0,0.3569019678504409,0,0,32203.163048618597,3,1.7126797856696063,1
2,0,11,23,69,4,11,12,2.0,101,0.0,0,0.28415011559736897,0.5093011261671463,0,0,7.281852138974364,1,0.9186288183946505,1
2,0,11,23,69,4,11,12,2.0,102,0.0,0,0.2629699499132266,0.47489341182767486,0,0,7.425673693389005,1,0.918315299966872,1
1,0,4,6,4,1,3,3,2.0,15,0.0,0,0.20108815603699168,0.46857997561922005,0,0,3.0163223405548747,1,0.8743199024768802,1
1,0,15,46,368,12,3,29,0.8881004276009594,386,1.0,2,0.0,0.163308231598731,1,1,10.559453804754133,7,1.2615383196780174,1
1,0,23,61,477,21,6,25,0.8446206704570446,453,1.0,1,0.0,0.14954515773074945,1,1,11.210340484093388,6,1.4741577150554444,1
1,0,7,19,75,6,1,15,0.8755130501113536,137,1.0,1,0.0,0.22049213039129678,1,1,7.814225954197139,7,1.4,1
1,0,26,61,77,1,25,6,1.0037744971673563,358,1.0,3,0.0,0.2851750166239878,0,0,25.280163077094773,3,1.3896845062781864,1
1,0,15,49,251,9,5,27,0.8881399802550773,444,1.0,3,0.0,0.18006864169941084,0,0,14.379371436186517,7,1.40910489997042,1
1,0,29,82,144,0,29,15,0.8869410479091479,427,1.0,6,0.0,0.14495402912983538,0,0,20.393396281673116,3,1.3443985615912049,1
1,0,18,48,16,12,7,6,0.784203590979828,254,1.0,0,0.10019832059046949,0.3572057101439964,0,0,24.280860189389266,5,1.6612359237402663,1
1,0,22,92,127,0,22,10,0.88456782510153,760,1.0,4,0.0,0.2043628703973853,0,0,36.93077598890408,8,2.5100299849936336,1
1,0,13,46,75,2,11,9,0.9777457081918418,317,1.0,1,0.0,0.321405033467554,0,0,22.31003609124823,4,1.4528246862388212,1
1,0,13,40,134,11,3,21,0.8372119213014173,293,1.0,1,0.0,0.22023874868337065,1,1,12.070006159098584,7,1.3820273538179542,1
1,0,9,35,4,1,8,2,1.30782457009143,299,1.0,1,0.0,0.4375,0,0,67.25,5,2.25,1
1,0,20,73,374,13,9,30,0.8746153568147093,538,1.0,1,0.0,0.15573699841336158,1,1,14.71639923820382,5,1.3889143042386805,1
1,0,32,80,125,0,31,12,0.8963134216190587,413,1.0,6,0.0,0.14631737034405498,0,0,21.2582281160275,3,1.3492009717773057,1
1,0,28,59,124,7,20,15,0.8858670204827059,340,1.0,4,0.0,0.1893004042929932,0,0,17.128733273604563,4,1.328968823453236,1
1,0,43,15,36,43,0,9,0.8223158732099409,120,0.9242089879238575,0,0.08114096586475916,0.3106107416949042,1,1,9.723988064883883,6,1.372485039357334,1
1,0,19,80,142,3,15,7,0.8676538314344476,632,1.0,3,0.0,0.2277736794108396,0,0,33.066053681387196,8,2.6314591551111293,1
1,0,37,60,492,35,6,25,0.840277778,441,1.0,2,0.0,0.148648649,1,1,10.7027027,7,1.4865,1
1,0,3,5,3,1,2,3,2.0,10,0.0,0,0.1246888271182193,0.48051737076277823,0,0,1.8703324067732894,1,0.9220694830511129,1
1,0,6,38,0,1,5,10,582.7226534563499,252,0.8121222849536165,1,0.21299069123404363,0.33819764779691114,0,0,10817.194618421432,4,1.733336283622445,1
1,0,48,22,75,47,1,13,0.8449526130023376,151,1.0,1,0.0,0.22998152544868605,1,1,8.324410849330846,7,1.3254921845305898,1
2,0,5,10,5,1,5,3,1.9832337826321103,28,0.0,0,0.4140226545197746,0.4362425336974083,0,0,6.167662173678897,1,0.7472067481865096,1
1,0,2,5,2,0,2,2,2.0,33,0.0,0,0.1720441260514734,0.7580629477401155,0,0,4.29033094538605,0,0.3225827363465126,1
2,0,13,33,1,0,13,1,1.0778691307360941,253,1.0,1,0.8415895567747078,0.5239480044351726,1,1,54.06298736622912,7,2.2302128085221997,1
1,0,3,20,65,3,1,15,0.8379607137946792,149,1.0,1,0.0,0.23457425626361247,1,1,8.6028250188188,7,1.4,1
2,0,4,11,2,1,4,1,1.6710408743579537,42,0.0,0,0.8492801588234535,0.5197286120505676,1,1,15.276021858948845,1,0.6096749724890582,1
2,0,12,25,66,6,12,12,2.0,110,0.0,0,0.153846154,0.297619048,0,0,8.166666667,1,0.9167,1
1,0,34,72,111,2,32,10,0.9093630566617992,361,1.0,5,0.0,0.15812744011264498,0,0,20.4634287251963,3,1.3164053003145189,1
1,0,18,77,147,4,14,6,0.862745098,596,1.0,3,0.0,0.234567901,0,0,31.94444444,8,2.6667,1
1,0,32,130,392,3,30,31,0.8860932130752047,654,1.0,7,0.0,0.11606900343818695,0,0,17.323318673656686,6,1.3844420901565617,1
1,0,16,64,191,6,10,14,0.873616782070428,535,1.0,3,0.0,0.21444138446686892,0,0,24.74684692033701,8,2.168938753656916,1
2,0,5,9,4,1,5,3,2.0,32,0.0,0,0.5031950864937995,0.5008451981938895,0,0,9.547331098857812,1,0.6993238414448883,1
1,0,13,47,264,6,6,27,0.89181768766742,365,1.0,3,0.0,0.17775380023189594,0,0,11.956611972459385,6,1.230392060865553,1
2,0,9,20,75,1,9,12,2.0,87,0.0,0,0.48708759342342844,0.838978186769169,0,2,5.903827814462935,1,0.9216327910705111,1
1,0,8,38,19,5,3,11,0.6887886167923747,228,1.0,0,0.0,0.3250824279073224,0,0,16.574229852010234,4,1.62496211474104,1
1,0,19,53,10,0,19,3,1.1406908268659781,326,1.0,1,0.0,0.42249923906196896,0,0,51.640636510276124,3,1.6585619888810545,1
1,0,32,80,124,0,32,12,0.8974424328936328,411,1.0,6,0.0,0.1464349756812049,0,0,21.27163940144027,3,1.3471651386632804,1
1,0,11,46,5,7,5,9,0.6747008756721503,240,1.0,0,0.0,0.3146554826813161,0,0,18.586598815791564,3,1.5833,1
2,0,10,21,72,2,10,12,2.0,94,0.0,0,0.3884988975700281,0.6788183591921546,0,1,6.573283365321265,1,0.9201734364374247,1
1,0,18,77,147,4,14,6,0.862745098,596,1.0,3,0.0,0.234567901,0,0,31.94444444,8,2.6667,1
1,0,46,19,56,46,0,11,0.8306216361261435,134,1.0,0,0.0,0.2674639065140838,1,1,8.463017570792251,7,1.3743176711964196,1
2,0,11,23,68,4,11,12,2.0,104,0.0,0,0.23236187776336797,0.4251698252080117,0,0,7.6335143958592395,1,0.9178622253875292,1
1,0,9,19,82,7,2,14,1.005030337803276,124,0.9084505613336283,1,0.0536669123627056,0.2818914614736321,1,1,7.019718028493503,6,1.3563400727000072,1
1,0,16,43,1,1,15,2,0.9185617331487865,284,1.0,1,0.4618518377176426,0.3767300211840652,0,1,53.58890880394871,5,2.201403463495982,1
2,0,5,9,3,1,4,2,2.0,40,0.0,0,0.7050210968658608,0.6247339322613625,0,0,16.485100206636304,1,0.60021285419091,1
1,0,21,81,156,2,19,12,0.865656899279589,535,1.0,4,0.0,0.1921969985473974,0,0,26.300040205863088,6,2.0646602372713305,1
1,0,9,11,55,7,2,11,2.0,11,0.0,0,0.0,0.311688312,0,0,0.0,1,1.0,1
1,0,39,17,43,39,1,10,0.999415294437795,117,0.8466485968839198,0,0.023592523579912556,0.2996348776700479,0,0,8.5194369151372,6,1.34002429844196,1
2,0,8,17,78,0,8,13,2.0,62,0.0,0,0.586206897,1.0,1,3,3.7877419519188544,1,0.9231,1
1,0,2,5,2,0,2,1,2.0,20,0.0,0,0.1976445284462136,0.722062381872512,0,0,4.482333963346602,0,0.37058349083665054,1
1,0,10,24,64,6,7,12,1.5292618619818792,127,0.38854576456535217,0,0.0940698824686311,0.30409481048372533,0,0,8.767987492872516,3,1.14333874447097,1
2,0,5,9,1,1,4,1,2.0,48,0.0,0,0.8998711790564912,0.7443405675559873,0,0,23.18307178313529,1,0.5045275459552101,1
1,0,9,35,4,1,8,2,1.3078137477037648,299,1.0,1,0.0,0.4375,0,0,67.25,5,2.25,1
1,0,13,45,261,9,3,28,0.8904984071409471,436,1.0,3,0.0,0.183908046,1,1,13.607555815315116,7,1.3997552726458593,1
1,0,11,42,309,8,3,30,0.8996371144781068,360,1.0,3,0.0,0.17477204022431347,1,1,10.546603570227749,7,1.1993272153399046,1
1,0,3,5,3,1,2,3,2.0,10,0.0,0,0.1213396704492431,0.48104067649230575,0,0,1.820095056738646,1,0.924162705969223,1
1,0,9,34,3,0,8,1,1.300453239162879,294,1.0,1,0.06642910183696071,0.44880217355247753,0,0,66.47499381177296,5,2.25,1
1,0,12,34,6,4,9,2,1.0380290970511834,217,1.0,0,0.6062045435961647,0.5083686802889013,0,0,39.071046346963755,6,1.8780063389183932,1
2,0,19,45,0,0,18,1,0.7276009931728933,269,1.0,1,0.8016543423562723,0.3714680937285654,1,2,45.87989882294147,5,2.179406502274758,1
2,0,10,22,71,3,10,12,2.0,97,0.0,0,0.337042433416025,0.5952260329595149,0,1,6.922692750010391,1,0.9194117544949324,1
1,0,8,10,25,3,5,6,2.0,21,0.0,0,0.24268601855314237,0.3982353497310859,0,0,3.6402902782971354,1,0.848321238404286,1
2,0,10,28,2,0,10,1,1.1940890156291102,227,1.0,1,0.857142857,0.583333333,1,1,52.902660619150545,7,2.1439673321744035,1
1,0,22,56,423,20,5,28,0.8598727929913987,431,1.0,2,0.0,0.15467598924042147,1,1,10.678671905492978,7,1.3998516748220473,1
1,0,14,48,253,9,5,27,0.8887275102785259,444,1.0,3,0.0,0.18121375268968237,0,0,14.214800248234603,7,1.4105052241414044,1
1,0,19,77,148,4,14,6,0.8632142040104662,586,1.0,3,0.0,0.22774173289961325,0,0,31.035102181551437,7,2.5697083291688205,1
2,0,10,21,72,2,10,12,2.0,94,0.0,0,0.3912816514060565,0.6833390131140842,0,1,6.554387385553243,1,0.9202146280230136,1
2,0,4,9,1,1,4,1,1.9433809770796224,47,0.0,0,0.8987965411860006,0.7103666839557357,1,1,22.08452442699056,1,0.5188767822416539,1
2,0,5,9,1,1,4,1,2.0,49,0.0,0,0.909090909,0.75,1,1,23.5,1,0.5,1
1,0,10,37,4,1,9,2,1.2960965269278941,309,1.0,1,0.0,0.4507909078682104,0,0,67.04862260805741,5,2.403046817876363,1
1,0,9,19,82,7,2,14,1.0412972224786583,123,0.8753373187967332,1,0.07307812351986728,0.308066691272743,1,1,6.9545104124284896,6,1.340548367334162,1
2,0,21,49,0,1,20,2,0.64,275,1.0,1,0.791666667,0.333333333,1,3,44.057614663111835,5,2.179887742355946,1
1,0,25,86,156,0,25,19,0.8638696644224922,485,1.0,7,0.0,0.142857143,0,0,20.715791317716715,4,1.4031802844738268,1
1,0,9,37,0,2,7,5,0.9222989290041723,240,1.0,1,0.41242452239462934,0.4410459265502955,0,0,36.88560625780167,5,1.9040906673140476,1
2,0,10,22,70,3,10,12,2.0,98,0.0,0,0.3305626102836736,0.5846993965472618,0,1,6.96669326677332,1,0.9193158372112324,1
1,0,8,14,68,2,5,12,2.0,33,0.0,0,0.35230876006968104,0.7253617753825865,0,1,1.66430020452864,1,0.953783307927613,1
1,0,16,52,10,1,15,2,1.2223443634804934,360,1.0,0,0.0,0.5134286033413562,0,0,63.943949378523904,7,3.1044135594361446,1
1,0,19,50,11,9,11,5,0.6980191496386843,261,1.0,0,0.265364483081404,0.3293042254139026,0,1,27.93346736379648,5,1.7788540707762186,1
1,0,22,90,130,0,21,10,0.8813872057457044,736,1.0,4,0.0,0.20876519392601722,0,0,36.204028018074354,8,2.5328643301187115,1
1,0,15,29,0,1,14,2,0.16911134580438214,177,1.0,2,0.0,0.5,0,0,57.13724435615392,9,3.6603694141596095,1
2,0,13,44,1,0,13,1,750.0268713173452,266,1.0,1,0.7972208403470735,0.48607310637627976,1,1,47.276920945150756,5,1.7889939805973716,1
1,0,12,44,302,9,3,29,0.8976052252800867,399,1.0,3,0.0,0.17417877429731618,1,1,11.83464760924295,7,1.2812165631980847,1
1,0,28,59,124,7,20,15,0.8861267663361634,340,1.0,4,0.0,0.18895579092399314,0,0,17.165597930668092,4,1.3288299352162913,1
1,0,2,2,2,1,0,2,2.0,3,0.0,0,0.0,0.5400721917936198,0,0,0.24043315076171856,0,0.9198556164127605,1
1,0,32,71,75,0,31,7,0.9717671660721896,357,1.0,4,0.0,0.24133759756256848,0,0,29.83704286388586,3,1.3527107699458882,1
1,0,3,7,3,0,3,2,2.0,22,0.0,0,0.26121871924150897,0.6326611760666281,0,0,4.9591403943113175,0,0.48978509857782926,1
2,0,8,18,78,0,8,13,2.0,72,0.0,0,0.586206897,1.0,1,3,4.58461845699515,1,0.9231,1
1,0,17,48,8,0,16,3,1.1810720793811402,320,1.0,1,0.0,0.4260878739511317,0,0,55.374867503507204,3,1.8000518166468877,1
1,0,41,24,83,39,1,15,0.8387919320856748,174,1.0,1,0.0,0.24199528537749646,1,1,9.275522730011053,7,1.3927464382352401,1
1,0,20,51,27,1,19,3,0.8792418114549125,323,1.0,1,0.3581812837558621,0.3698373654403406,0,1,36.694428762526755,3,1.852103846777411,1
2,0,11,42,1,0,11,1,966.6260005657682,263,1.0,1,0.7988261915437874,0.5302202661160103,1,1,48.27223872756818,5,1.6798236734492327,1
2,0,8,18,78,0,8,13,2.0,75,0.0,0,0.586206897,1.0,1,3,4.7965858795186564,1,0.9231,1
1,0,15,42,1,1,14,2,0.9727563284132428,286,1.0,1,0.3971255134151226,0.3852466428264851,0,1,55.50344534331071,5,2.2082140354691986,1
1,0,16,51,26,1,15,2,1.166319161781004,356,1.0,0,0.0,0.46972894605945426,0,0,50.27125357578868,5,2.4687656278898116,1
1,0,31,136,139,0,31,17,0.8380641163118407,792,1.0,8,0.0,0.13465100539130787,0,0,38.66334275796126,12,2.2359765476612368,1
1,0,17,50,35,1,16,3,1.132675984612158,353,1.0,0,0.0,0.443487267893996,0,0,42.060789118480834,4,2.087058550908083,1
1,0,25,69,406,20,8,29,0.8653852915977681,512,1.0,1,0.0,0.15383162448706228,1,1,13.637503110770325,5,1.4151456917508285,1
1,0,20,52,11,9,12,5,0.6951794285914505,268,1.0,0,0.291124105519617,0.3295014282630492,0,1,29.753596968152564,5,1.859101784060352,1
1,0,9,19,82,8,1,14,0.9032390148931112,129,1.0,1,0.0,0.21089561020403919,1,1,7.23292320513264,7,1.4013094456588333,1
1,0,18,71,382,12,9,30,0.8704248654047996,526,1.0,1,0.0,0.15502679855435458,1,1,14.068286521716868,5,1.4006445353409602,1
1,0,15,55,8,1,14,2,0.8347804348726889,460,1.0,2,0.0,0.3142053950304627,0,0,49227.069402445624,3,1.4280359668697513,1
1,0,5,9,5,0,5,3,2.0,28,0.0,0,0.38442812698778206,0.45939794642343146,0,0,5.883210952408366,0,0.7208027381020914,1
1,0,16,36,131,15,2,21,0.8409959271102744,294,1.0,1,0.0,0.25544641461715667,1,1,12.23988502102623,7,1.4051094815488252,1
1,0,14,49,0,3,12,6,0.6467406921924165,257,1.0,1,0.3282440980887685,0.319142402808019,0,1,29.885891548223427,3,1.8942680927952678,1
1,0,16,39,140,14,3,22,0.8472248632804422,305,1.0,1,0.0,0.23200180680083043,1,1,12.115034731417156,7,1.3565227360776375,1
1,0,19,51,17,13,7,6,0.7269999344346806,255,1.0,0,0.0024745506230002823,0.3272916709280169,0,0,20.00028043312091,5,1.5856443111155394,1
1,0,9,19,80,3,5,13,1.4547850114336955,104,0.4978049896687574,0,0.29439017869516065,0.6064970084036513,1,2,6.211062133617444,3,1.1605031995730304,1
1,0,17,49,9,0,17,3,1.1696018435710602,321,1.0,1,0.0,0.42509614567096077,0,0,54.34290337367565,3,1.760950746773316,1
1,0,16,58,9,1,15,2,0.7707486867359233,481,1.0,2,0.0,0.2975614716082641,0,0,55863.30680947228,3,1.3170764773884276,1
1,0,12,27,87,11,0,17,0.8019506191071989,237,1.0,0,0.0,0.33400104728092567,1,1,12.682579594547276,7,1.6369097613388832,1
1,0,11,41,292,8,3,29,0.89724615926884,352,1.0,3,0.0,0.18051468888249592,1,1,10.571497163134776,7,1.2040872650525192,1
2,0,21,49,0,1,20,2,0.64,275,1.0,1,0.791666667,0.333333333,1,3,44.12217951059762,5,2.183684155379177,1
1,0,25,60,484,23,6,25,0.8411633282874066,443,1.0,2,0.0,0.14892586465830498,1,1,10.709706046293668,7,1.4838742126018303,1
2,0,5,9,1,1,4,1,2.0,44,0.0,0,0.812013523952196,0.6904100872926042,0,0,20.162964888385837,1,0.5476719301659166,1
1,0,5,40,0,1,4,13,746.7218031372314,255,0.7591374169620237,1,0.0,0.26373485067068136,0,0,13852.05648984642,3,1.5876278966455653,1
1,0,18,51,407,15,4,28,0.8731607878351214,403,1.0,2,0.0,0.1587286258058685,1,1,10.604204292434861,7,1.3318156149172298,1
1,0,28,60,123,7,21,15,0.8879386465843963,342,1.0,4,0.0,0.18655190979073624,0,0,17.422750617042794,4,1.3278611079958298,1
1,0,24,58,481,22,5,25,0.8443705276707422,436,1.0,2,0.0,0.1499032428452764,1,1,10.690443197991145,7,1.4672473686474927,1
1,0,21,75,192,1,20,21,0.8750602720601058,437,1.0,6,0.0,0.15207193703323194,0,0,17.675355897192098,4,1.3284251775361082,1
1,0,28,64,82,1,27,6,0.9893091083498021,359,1.0,3,0.0,0.2624679724913007,0,0,24.652417803232698,3,1.37686701453422,1
1,0,15,42,1,1,14,2,0.9575609587799265,285,1.0,1,0.4151422967257976,0.3828760134369137,0,1,54.97052785816453,5,2.2063182905650125,1
1,0,3,6,3,0,3,2,2.0,32,0.0,0,0.22369490122470875,0.6854290451527534,0,0,4.677711759185316,0,0.41942793979632886,1
1,0,17,50,33,1,16,3,1.1385789325809368,354,1.0,0,0.0,0.44809156730503913,0,0,43.50137673741344,5,2.1540319227578815,1
1,0,10,31,2,0,9,1,1.2554182107874678,269,1.0,1,0.47969171246995246,0.5191142147959017,0,0,61.65359668691782,6,2.25,1
1,0,18,77,147,4,14,6,0.862745098,596,1.0,3,0.0,0.234567901,0,0,31.94444444,8,2.6667,1
1,0,8,23,61,7,3,12,1.008874465414776,145,0.8180718695047289,0,0.02798894318110758,0.3112535786130309,0,0,9.432730274060418,5,1.3938813214821084,1
1,0,20,85,179,3,16,9,0.8668102268343714,608,1.0,3,0.0,0.21750439743848538,0,0,30.056611534573804,7,2.4876709148988088,1
1,0,18,77,147,3,14,6,0.8627639651320885,590,1.0,3,0.0,0.22962610918779575,0,0,31.347360217423294,7,2.5989348051792565,1
1,0,13,14,4,13,0,7,0.7551812773168309,150,0.7333504884782649,2,0.2854718299645254,0.4626690683720247,1,1,16.617673702634566,9,1.814697888836321,1
1,0,2,14,5,2,0,9,0.7069789197990219,149,1.0,0,0.0,0.4512659588341603,1,1,13.53797876502481,11,2.083404261485157,1
1,0,24,23,75,23,0,15,0.810083364902377,195,1.0,0,0.0,0.3094273777759985,1,1,11.217895926057714,7,1.5769445993905757,1
1,0,20,87,134,1,19,8,0.876474180571658,699,1.0,4,0.0,0.21556535575011312,0,0,35.081438145968505,8,2.5681359863220528,1
1,0,20,48,0,1,19,2,0.6569743829867855,274,1.0,1,0.7715691354270982,0.3359777450564147,0,2,44.427797158464365,5,2.1688146834265067,1
1,0,8,22,68,8,0,15,0.7924065401951442,203,1.0,0,0.0,0.3465899044145673,1,1,12.231646106856985,7,1.6812543392978487,1
1,0,15,48,366,13,3,30,0.886099152847947,393,1.0,2,0.0,0.16270273274601565,1,1,10.578817674176626,7,1.2730845814769591,1
1,0,8,21,50,3,8,11,1.5704968158271362,109,0.34107605808984864,0,0.1013729142413962,0.30525265488445813,0,0,8.655542350148425,3,1.1156496646838088,1
1,0,18,49,49,1,17,3,1.0650842125810092,348,1.0,1,0.02145099407428976,0.39819360049073577,0,0,28.948020950049653,3,1.4783119582120612,1
2,0,4,12,2,1,4,1,1.6109860809664747,41,0.0,0,0.8383611054686293,0.4776902566765323,1,1,13.774652024161869,1,0.6296972406057773,1
1,0,8,15,72,1,6,12,2.0,40,0.0,0,0.4507492575172004,0.840948516706208,0,2,2.1293313323478964,1,0.9408696518576227,1
1,0,48,22,72,47,1,13,0.842359776922596,148,1.0,1,0.0,0.23676303593611336,1,1,8.349488309953703,7,1.334325949634796,1
1,0,20,49,0,1,19,2,0.6417201923804599,273,1.0,0,0.7760624912712248,0.33321387519662266,0,2,43.36192296883953,5,2.155200872274104,1
1,0,8,16,75,0,7,12,2.0,45,0.0,0,0.5251777282037529,0.9283408461989116,0,2,2.480930080451359,1,0.9311059499546137,1
1,0,34,63,462,31,7,26,0.8489303966837568,465,1.0,1,0.0,0.15043481991502022,1,1,11.714101489786405,6,1.461909686892365,1
1,0,18,71,167,5,12,9,0.8676309355398271,568,1.0,3,0.0,0.22552285430930344,0,0,28.70977610983838,8,2.4430013929121253,1
1,0,9,11,55,7,2,11,2.0,11,0.0,0,0.0,0.311688312,0,0,0.0,1,1.0,1
1,0,17,72,379,10,9,30,0.8732225247809562,534,1.0,1,0.0,0.15544947435167275,1,1,14.553592036731024,5,1.3928726637906426,1
1,0,8,10,50,6,2,10,2.0,12,0.0,0,0.039776557103738064,0.3241992014801242,0,0,0.596648356556071,1,0.9751396518101637,1
1,0,19,51,41,0,18,4,1.076639659568218,346,1.0,1,0.0,0.40405286993104833,0,0,32.61689542137197,3,1.448201840253114,1
1,0,11,41,295,8,3,29,0.8977026904030739,354,1.0,3,0.0,0.17941818239200802,1,1,10.56674395815588,7,1.2031783768868658,1
1,0,18,47,64,3,14,6,1.0442709791634495,344,1.0,1,0.0,0.3763378059906808,0,0,26.098918625295134,3,1.4391028131469406,1
1,0,1,3,1,0,1,0,2.0,15,0.0,0,0.06791205417320334,0.9044986738189328,0,0,3.5093404062990254,0,0.12733510157475636,1
1,0,10,23,0,1,9,4,0.3762913073230417,172,1.0,1,0.0,0.5,0,0,40.51923057747602,10,3.1238692700704576,1
1,0,9,11,55,7,2,11,2.0,11,0.0,0,0.0,0.3203094772925005,0,0,0.0,1,1.0,1
1,0,12,39,3,1,11,2,1.1708258706900567,297,1.0,1,0.16227923393918636,0.41614746915919054,0,0,63.030739920040965,5,2.267075191808138,1
1,0,24,56,3,1,23,2,0.767741344348441,304,1.0,1,0.5595913804456486,0.35776231071718295,0,2,46.34560010688961,4,2.0680892484328615,1
1,0,26,60,492,24,6,25,0.840277778,441,1.0,2,0.0,0.148648649,1,1,10.7027027,7,1.4865,1
2,0,23,54,0,1,22,2,0.64,290,1.0,1,0.791666667,0.333333333,1,3,46.6298278866329,5,2.331133879543111,1
1,0,35,74,103,1,34,8,0.9303699571791113,366,1.0,5,0.0,0.16994823979307713,0,0,22.094672964190124,3,1.3246422113813345,1
1,0,33,71,96,1,32,7,0.9499817719380463,364,1.0,4,0.0,0.2007338860601725,0,0,22.945754409843342,3,1.342019848230736,1
1,0,17,76,149,4,13,6,0.8634711462403086,591,1.0,3,0.0,0.23322378339892186,0,0,31.463764263888553,8,2.6334578017664914,1
1,0,16,58,9,1,15,2,0.822611350113938,470,1.0,2,0.0,0.32968373865837786,0,0,49023.528062714315,3,1.603799098425105,1
1,0,31,61,471,29,6,26,0.8427946617221005,448,1.0,2,0.0,0.14943654279645796,1,1,10.722607394896984,7,1.479037068019588,1
1,0,9,23,63,7,5,12,1.299033589873876,135,0.578575449407502,0,0.06483454630983423,0.3072619717710747,0,0,9.062081052629635,4,1.254183059639396,1
1,0,18,50,46,0,17,4,1.0767979857719319,348,1.0,1,0.0,0.40178880485115986,0,0,30.291671226965015,3,1.4517201973168936,1
1,0,19,80,143,4,15,6,0.8669840245409359,627,1.0,3,0.0,0.2287007650872649,0,0,32.913007766032415,8,2.636267841741798,1
1,0,16,49,374,14,4,29,0.8827491192962111,398,1.0,2,0.0,0.16167743376430416,1,1,10.591572590490681,7,1.289277221945745,1
1,0,19,51,41,0,18,4,1.0766207187289123,346,1.0,1,0.0,0.404323723976996,0,0,32.895066038632535,3,1.4477809330741296,1
1,0,10,21,76,7,5,13,1.3206154948070798,121,0.6203075918327331,1,0.05841421669953221,0.24297290306428854,0,0,7.567035994688255,4,1.21649465913276,1
1,0,14,38,8,5,9,3,1.0147540301651299,250,1.0,0,0.5059670934997931,0.47842400769907684,0,0,41.95434452191851,6,1.9768496381746223,1
1,0,28,123,372,1,27,32,0.8898423650684801,651,1.0,6,0.0,0.12356659344436974,0,0,17.608012271143608,5,1.3693091036015814,1
1,0,32,138,282,0,32,25,0.8700479750053307,726,1.0,8,0.0,0.12078213319702738,0,0,26.64486865386719,8,1.7263537714272776,1
1,0,20,53,35,0,19,4,1.0764459073099595,344,1.0,1,0.0,0.40682352767299124,0,0,35.462396848523554,3,1.4438962382082468,1
1,0,21,82,151,1,20,13,0.8629383917999035,536,1.0,5,0.0,0.1839392355923018,0,0,25.827315577874156,5,1.9724454653605497,1
1,0,9,46,3,1,8,8,437.53871103301213,300,0.8590316322838292,0,0.0,0.3717818304350156,0,0,8134.465494602753,5,2.276657191459081,1
